[2025-04-18 19:56:14,872] 18 root - INFO - Initiate the data ingestion
[2025-04-18 19:56:20,849] 72 root - INFO - Performed train test split on the dataframe
[2025-04-18 19:56:20,849] 74 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-04-18 19:56:20,850] 80 root - INFO - Exploring train and test file path
[2025-04-18 19:56:20,909] 89 root - INFO - Exported train and test file path.
[2025-04-18 19:56:20,909] 20 root - INFO - Data Intiation Completed
[2025-04-18 19:56:20,915] 24 root - INFO - Initiate the data Validation
[2025-04-18 19:56:20,971] 34 root - INFO - Required number of columns 2
[2025-04-18 19:56:20,971] 35 root - INFO - Data Frame has columns:31
[2025-04-18 19:56:20,973] 34 root - INFO - Required number of columns 2
[2025-04-18 19:56:20,973] 35 root - INFO - Data Frame has columns:31
[2025-04-18 19:56:21,118] 26 root - INFO - Data validation completed
[2025-04-18 19:56:21,118] 29 root - INFO - Data transformation started
[2025-04-18 19:56:21,118] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-04-18 19:56:21,118] 65 root - INFO - Starting data transformation
[2025-04-18 19:56:21,142] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-04-18 19:56:21,142] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-04-18 19:56:21,245] 45 root - INFO - Entered the save_object method of MainUtils class
[2025-04-18 19:56:21,248] 49 root - INFO - Exited the save_object method
[2025-04-18 19:56:21,248] 45 root - INFO - Entered the save_object method of MainUtils class
[2025-04-18 19:56:21,250] 49 root - INFO - Exited the save_object method
[2025-04-18 19:56:21,252] 33 root - INFO - Data Transformation completed
[2025-04-18 19:56:21,252] 35 root - INFO - Model Training started
